SECID,TRADEDATE,OPEN,HIGH,LOW,CLOSE,SETTLEPRICE,VALUE,VOLUME,OPENPOSITION,NUMTRADES,option_type,strike,expiry_date,UNDERLYING_CLOSE,UNDERLYING_OPEN,UNDERLYING_HIGH,UNDERLYING_LOW,UNDERLYING_VOLUME,DTE_DAYS
MM2400BR6,2025-10-09,,,,,49.65,,,,0,P,2400.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2500BR6,2025-10-09,,,,,59.85,,,,0,P,2500.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2550BR6,2025-10-09,,,,,66.95,,,,0,P,2550.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2600BF6,2025-10-09,,,,,436.95,,,98.0,0,C,2600.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2600BR6,2025-10-09,,,,,75.7,,,,0,P,2600.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2650BF6,2025-10-09,,,,,397.75,,,1040.0,0,C,2650.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2700BF6,2025-10-09,,,,,360.8,,,730.0,0,C,2700.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2700BR6,2025-10-09,,,,,99.55,,,,0,P,2700.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2750BF6,2025-10-09,,,,,326.6,,,128.0,0,C,2750.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2750BR6,2025-10-09,,,,,115.35,,,,0,P,2750.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2800BF6,2025-10-09,,,,,295.5,,,182.0,0,C,2800.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2800BR6,2025-10-09,,,,,134.25,,,,0,P,2800.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2850BF6,2025-10-09,,,,,267.8,,,,0,C,2850.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2850BR6,2025-10-09,,,,,156.55,,,,0,P,2850.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2900BF6,2025-10-09,,,,,243.7,,,,0,C,2900.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM3000BF6,2025-10-09,,,,,204.4,,,,0,C,3000.0,2026-06-18,2638.37,2559.14,2645.81,2521.43,0,252
MM2400BU6,2025-10-09,,,,,59.2,,,,0,P,2400.0,2026-09-17,2638.37,2559.14,2645.81,2521.43,0,343
MM3100BI6,2025-10-09,,,,,252.0,,,988.0,0,C,3100.0,2026-09-17,2638.37,2559.14,2645.81,2521.43,0,343
MM3150BI6,2025-10-09,,,,,235.15,,,1714.0,0,C,3150.0,2026-09-17,2638.37,2559.14,2645.81,2521.43,0,343
MM3200BI6,2025-10-09,,,,,219.65,,,738.0,0,C,3200.0,2026-09-17,2638.37,2559.14,2645.81,2521.43,0,343
MM3050BL6,2025-10-09,,,,,372.3,,,1484.0,0,C,3050.0,2026-12-17,2638.37,2559.14,2645.81,2521.43,0,434
MM3100BL6,2025-10-09,,,,,343.4,,,542.0,0,C,3100.0,2026-12-17,2638.37,2559.14,2645.81,2521.43,0,434
MM3200BL6,2025-10-09,,,,,291.95,,,2692.0,0,C,3200.0,2026-12-17,2638.37,2559.14,2645.81,2521.43,0,434
MM3250BL6,2025-10-09,,,,,269.65,,,1426.0,0,C,3250.0,2026-12-17,2638.37,2559.14,2645.81,2521.43,0,434
MM3150BC7,2025-10-09,,,,,437.7,,,1058.0,0,C,3150.0,2027-03-18,2638.37,2559.14,2645.81,2521.43,0,525
MM3200BC7,2025-10-09,,,,,413.0,,,1020.0,0,C,3200.0,2027-03-18,2638.37,2559.14,2645.81,2521.43,0,525
MM3300BF7,2025-10-09,,,,,481.1,,,1052.0,0,C,3300.0,2027-06-17,2638.37,2559.14,2645.81,2521.43,0,616
MM3450BF7,2025-10-09,,,,,415.65,,,4248.0,0,C,3450.0,2027-06-17,2638.37,2559.14,2645.81,2521.43,0,616
MM2400BR6,2025-10-10,,,,,98.0,,,,0,P,2400.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2500BR6,2025-10-10,,,,,130.05,,,,0,P,2500.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2550BR6,2025-10-10,,,,,148.5,,,,0,P,2550.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2600BF6,2025-10-10,,,,,469.5,,,98.0,0,C,2600.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2600BR6,2025-10-10,,,,,168.5,,,,0,P,2600.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2650BF6,2025-10-10,,,,,441.15,,,1040.0,0,C,2650.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2700BF6,2025-10-10,,,,,414.35,,,730.0,0,C,2700.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2700BR6,2025-10-10,,,,,213.35,,,,0,P,2700.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2750BF6,2025-10-10,,,,,389.1,,,128.0,0,C,2750.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2750BR6,2025-10-10,,,,,238.1,,,,0,P,2750.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2800BF6,2025-10-10,,,,,365.35,,,182.0,0,C,2800.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2800BR6,2025-10-10,,,,,264.35,,,,0,P,2800.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2850BF6,2025-10-10,,,,,343.05,,,,0,C,2850.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2850BR6,2025-10-10,,,,,292.05,,,,0,P,2850.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2900BF6,2025-10-10,,,,,322.1,,,,0,C,2900.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM3000BF6,2025-10-10,,,,,284.1,,,,0,C,3000.0,2026-06-18,2588.56,2635.45,2640.07,2572.91,0,251
MM2400BU6,2025-10-10,,,,,112.55,,,,0,P,2400.0,2026-09-17,2588.56,2635.45,2640.07,2572.91,0,342
MM3100BI6,2025-10-10,,,,,355.85,,,988.0,0,C,3100.0,2026-09-17,2588.56,2635.45,2640.07,2572.91,0,342
MM3150BI6,2025-10-10,,,,,338.35,,,1714.0,0,C,3150.0,2026-09-17,2588.56,2635.45,2640.07,2572.91,0,342
MM3200BI6,2025-10-10,,,,,321.85,,,738.0,0,C,3200.0,2026-09-17,2588.56,2635.45,2640.07,2572.91,0,342
MM3050BL6,2025-10-10,,,,,492.55,,,1484.0,0,C,3050.0,2026-12-17,2588.56,2635.45,2640.07,2572.91,0,433
MM3100BL6,2025-10-10,,,,,471.9,,,542.0,0,C,3100.0,2026-12-17,2588.56,2635.45,2640.07,2572.91,0,433
MM3200BL6,2025-10-10,,,,,433.4,,,2692.0,0,C,3200.0,2026-12-17,2588.56,2635.45,2640.07,2572.91,0,433
MM3250BL6,2025-10-10,,,,,415.45,,,1426.0,0,C,3250.0,2026-12-17,2588.56,2635.45,2640.07,2572.91,0,433
MM3150BC7,2025-10-10,,,,,591.4,,,1058.0,0,C,3150.0,2027-03-18,2588.56,2635.45,2640.07,2572.91,0,524
MM3200BC7,2025-10-10,,,,,570.15,,,1020.0,0,C,3200.0,2027-03-18,2588.56,2635.45,2640.07,2572.91,0,524
MM3300BF7,2025-10-10,,,,,653.65,,,1052.0,0,C,3300.0,2027-06-17,2588.56,2635.45,2640.07,2572.91,0,615
MM3450BF7,2025-10-10,,,,,594.2,,,4248.0,0,C,3450.0,2027-06-17,2588.56,2635.45,2640.07,2572.91,0,615
MM1900BF6,2025-10-13,,,,,1037.65,,,,0,C,1900.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2400BR6,2025-10-13,,,,,131.5,,,,0,P,2400.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2500BR6,2025-10-13,,,,,161.55,,,,0,P,2500.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2550BR6,2025-10-13,,,,,178.5,,,,0,P,2550.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2600BF6,2025-10-13,,,,,491.6,,,98.0,0,C,2600.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2600BR6,2025-10-13,,,,,196.7,,,,0,P,2600.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2650BF6,2025-10-13,,,,,461.2,,,1040.0,0,C,2650.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2700BF6,2025-10-13,,,,,432.1,189000.0,7.0,730.0,1,C,2700.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2700BR6,2025-10-13,,,,,237.2,,,,0,P,2700.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2750BF6,2025-10-13,,,,,404.35,,,128.0,0,C,2750.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2750BR6,2025-10-13,,,,,259.45,,,,0,P,2750.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2800BF6,2025-10-13,,,,,378.0,,,182.0,0,C,2800.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2800BR6,2025-10-13,,,,,283.1,,,,0,P,2800.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2850BF6,2025-10-13,,,,,352.95,,,,0,C,2850.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2850BR6,2025-10-13,,,,,308.05,,,,0,P,2850.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2900BF6,2025-10-13,,,,,329.3,,,,0,C,2900.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM3000BF6,2025-10-13,,,,,285.9,,,,0,C,3000.0,2026-06-18,2576.38,2602.37,2611.54,2549.77,0,248
MM2400BU6,2025-10-13,,,,,150.8,,,,0,P,2400.0,2026-09-17,2576.38,2602.37,2611.54,2549.77,0,339
MM3100BI6,2025-10-13,,,,,364.3,,,988.0,0,C,3100.0,2026-09-17,2576.38,2602.37,2611.54,2549.77,0,339
MM3150BI6,2025-10-13,,,,,344.15,,,1714.0,0,C,3150.0,2026-09-17,2576.38,2602.37,2611.54,2549.77,0,339
MM3200BI6,2025-10-13,,,,,324.95,,,738.0,0,C,3200.0,2026-09-17,2576.38,2602.37,2611.54,2549.77,0,339
MM3050BL6,2025-10-13,,,,,509.6,,,1484.0,0,C,3050.0,2026-12-17,2576.38,2602.37,2611.54,2549.77,0,430
MM3100BL6,2025-10-13,,,,,486.35,,,542.0,0,C,3100.0,2026-12-17,2576.38,2602.37,2611.54,2549.77,0,430
MM3200BL6,2025-10-13,,,,,442.65,,,2692.0,0,C,3200.0,2026-12-17,2576.38,2602.37,2611.54,2549.77,0,430
MM3250BL6,2025-10-13,,,,,422.15,,,1426.0,0,C,3250.0,2026-12-17,2576.38,2602.37,2611.54,2549.77,0,430
MM3150BC7,2025-10-13,,,,,595.65,,,1058.0,0,C,3150.0,2027-03-18,2576.38,2602.37,2611.54,2549.77,0,521
MM3200BC7,2025-10-13,,,,,572.3,,,1020.0,0,C,3200.0,2027-03-18,2576.38,2602.37,2611.54,2549.77,0,521
MM3300BF7,2025-10-13,,,,,671.85,,,1052.0,0,C,3300.0,2027-06-17,2576.38,2602.37,2611.54,2549.77,0,612
MM3450BF7,2025-10-13,,,,,605.3,,,4248.0,0,C,3450.0,2027-06-17,2576.38,2602.37,2611.54,2549.77,0,612
MM1900BF6,2025-10-14,,,,,1004.3,,,,0,C,1900.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2400BR6,2025-10-14,,,,,129.1,,,,0,P,2400.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2500BR6,2025-10-14,,,,,159.75,,,,0,P,2500.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2550BR6,2025-10-14,,,,,177.05,,,,0,P,2550.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2600BF6,2025-10-14,,,,,460.2,,,98.0,0,C,2600.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2600BR6,2025-10-14,,,,,195.7,,,,0,P,2600.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2650BF6,2025-10-14,,,,,430.25,,,1040.0,0,C,2650.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2700BF6,2025-10-14,,,,,401.7,,,730.0,0,C,2700.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2700BR6,2025-10-14,,,,,237.2,,,,0,P,2700.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2750BF6,2025-10-14,,,,,374.55,,,128.0,0,C,2750.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2750BR6,2025-10-14,,,,,260.05,,,,0,P,2750.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2800BF6,2025-10-14,,,,,348.85,,,182.0,0,C,2800.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2800BR6,2025-10-14,,,,,284.35,,,,0,P,2800.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2850BF6,2025-10-14,,,,,324.5,,,,0,C,2850.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2850BR6,2025-10-14,,,,,310.0,,,,0,P,2850.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2900BF6,2025-10-14,,,,,301.55,,,,0,C,2900.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM3000BF6,2025-10-14,,,,,259.7,,,,0,C,3000.0,2026-06-18,2541.49,2571.87,2575.76,2530.17,0,247
MM2400BU6,2025-10-14,,,,,146.3,,,,0,P,2400.0,2026-09-17,2541.49,2571.87,2575.76,2530.17,0,338
MM3100BI6,2025-10-14,,,,,336.5,,,988.0,0,C,3100.0,2026-09-17,2541.49,2571.87,2575.76,2530.17,0,338
MM3150BI6,2025-10-14,,,,,316.85,,,1714.0,0,C,3150.0,2026-09-17,2541.49,2571.87,2575.76,2530.17,0,338
MM3200BI6,2025-10-14,,,,,298.3,,,738.0,0,C,3200.0,2026-09-17,2541.49,2571.87,2575.76,2530.17,0,338
MM3050BL6,2025-10-14,,,,,465.6,,,1484.0,0,C,3050.0,2026-12-17,2541.49,2571.87,2575.76,2530.17,0,429
MM3100BL6,2025-10-14,,,,,443.1,,,542.0,0,C,3100.0,2026-12-17,2541.49,2571.87,2575.76,2530.17,0,429
MM3200BL6,2025-10-14,,,,,401.0,,,2692.0,0,C,3200.0,2026-12-17,2541.49,2571.87,2575.76,2530.17,0,429
MM3250BL6,2025-10-14,,,,,381.35,,,1426.0,0,C,3250.0,2026-12-17,2541.49,2571.87,2575.76,2530.17,0,429
MM3150BC7,2025-10-14,,,,,565.2,,,1058.0,0,C,3150.0,2027-03-18,2541.49,2571.87,2575.76,2530.17,0,520
MM3200BC7,2025-10-14,,,,,542.05,,,1020.0,0,C,3200.0,2027-03-18,2541.49,2571.87,2575.76,2530.17,0,520
MM3300BF7,2025-10-14,,,,,628.05,,,1052.0,0,C,3300.0,2027-06-17,2541.49,2571.87,2575.76,2530.17,0,611
MM3450BF7,2025-10-14,,,,,562.7,,,4248.0,0,C,3450.0,2027-06-17,2541.49,2571.87,2575.76,2530.17,0,611
MM1850BF6,2025-10-15,,,,,1046.1,,,,0,C,1850.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM1850BR6,2025-10-15,,,,,38.85,,,,0,P,1850.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM1900BF6,2025-10-15,,,,,996.8,,,,0,C,1900.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2400BR6,2025-10-15,,,,,68.2,,,,0,P,2400.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2500BR6,2025-10-15,,,,,86.4,,,,0,P,2500.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2550BR6,2025-10-15,,,,,98.45,,,,0,P,2550.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2600BF6,2025-10-15,,,,,370.0,,,98.0,0,C,2600.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2600BR6,2025-10-15,,,,,112.75,,,,0,P,2600.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2650BF6,2025-10-15,,,,,336.8,,,1040.0,0,C,2650.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2700BF6,2025-10-15,,,,,306.25,,,730.0,0,C,2700.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2700BR6,2025-10-15,,,,,149.0,,,,0,P,2700.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2750BF6,2025-10-15,,,,,278.45,,,128.0,0,C,2750.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2750BR6,2025-10-15,,,,,171.2,,,,0,P,2750.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2800BF6,2025-10-15,,,,,253.4,,,182.0,0,C,2800.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2800BR6,2025-10-15,,,,,196.15,,,,0,P,2800.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2850BF6,2025-10-15,,,,,231.05,,,,0,C,2850.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2850BR6,2025-10-15,,,,,223.8,,,,0,P,2850.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2900BF6,2025-10-15,,,,,211.35,,,,0,C,2900.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM3000BF6,2025-10-15,,,,,179.1,,,,0,C,3000.0,2026-06-18,2545.22,2537.12,2564.83,2521.87,0,246
MM2400BU6,2025-10-15,,,,,79.5,,,,0,P,2400.0,2026-09-17,2545.22,2537.12,2564.83,2521.87,0,337
MM3100BI6,2025-10-15,,,,,234.65,,,988.0,0,C,3100.0,2026-09-17,2545.22,2537.12,2564.83,2521.87,0,337
MM3150BI6,2025-10-15,,,,,219.6,,,1714.0,0,C,3150.0,2026-09-17,2545.22,2537.12,2564.83,2521.87,0,337
MM3200BI6,2025-10-15,,,,,206.25,,,738.0,0,C,3200.0,2026-09-17,2545.22,2537.12,2564.83,2521.87,0,337
MM3050BL6,2025-10-15,,,,,338.75,,,1484.0,0,C,3050.0,2026-12-17,2545.22,2537.12,2564.83,2521.87,0,428
MM3100BL6,2025-10-15,,,,,317.65,,,542.0,0,C,3100.0,2026-12-17,2545.22,2537.12,2564.83,2521.87,0,428
MM3200BL6,2025-10-15,,,,,280.85,,,2692.0,0,C,3200.0,2026-12-17,2545.22,2537.12,2564.83,2521.87,0,428
MM3250BL6,2025-10-15,,,,,264.95,,,1426.0,0,C,3250.0,2026-12-17,2545.22,2537.12,2564.83,2521.87,0,428
MM3150BC7,2025-10-15,,,,,410.45,,,1058.0,0,C,3150.0,2027-03-18,2545.22,2537.12,2564.83,2521.87,0,519
MM3200BC7,2025-10-15,,,,,387.9,,,1020.0,0,C,3200.0,2027-03-18,2545.22,2537.12,2564.83,2521.87,0,519
MM3300BF7,2025-10-15,,,,,468.75,,,1052.0,0,C,3300.0,2027-06-17,2545.22,2537.12,2564.83,2521.87,0,610
MM3450BF7,2025-10-15,,,,,404.95,,,4248.0,0,C,3450.0,2027-06-17,2545.22,2537.12,2564.83,2521.87,0,610
MM1850BF6,2025-10-16,,,,,1163.15,,,,0,C,1850.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM1850BR6,2025-10-16,,,,,104.5,,,,0,P,1850.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM1900BF6,2025-10-16,,,,,1120.55,,,,0,C,1900.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2400BR6,2025-10-16,,,,,162.75,,,,0,P,2400.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2500BR6,2025-10-16,,,,,172.85,,,,0,P,2500.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2550BR6,2025-10-16,,,,,179.3,,,,0,P,2550.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2600BF6,2025-10-16,,,,,495.65,,,98.0,0,C,2600.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2600BR6,2025-10-16,,,,,187.0,,,,0,P,2600.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2650BF6,2025-10-16,,,,,455.0,,,1040.0,0,C,2650.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2700BF6,2025-10-16,,,,,416.25,,,730.0,0,C,2700.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2700BR6,2025-10-16,,,,,207.6,,,,0,P,2700.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2750BF6,2025-10-16,,,,,379.75,,,128.0,0,C,2750.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2750BR6,2025-10-16,,,,,221.1,,,,0,P,2750.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2800BF6,2025-10-16,,,,,345.65,,,182.0,0,C,2800.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2800BR6,2025-10-16,,,,,237.0,,,,0,P,2800.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2850BF6,2025-10-16,,,,,314.3,,,,0,C,2850.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2850BR6,2025-10-16,,,,,255.65,,,,0,P,2850.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2900BF6,2025-10-16,,,,,285.75,,,,0,C,2900.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM3000BF6,2025-10-16,,,,,237.5,,,,0,C,3000.0,2026-06-18,2607.78,2534.12,2617.18,2528.86,0,245
MM2400BU6,2025-10-16,,,,,188.9,,,,0,P,2400.0,2026-09-17,2607.78,2534.12,2617.18,2528.86,0,336
MM3100BI6,2025-10-16,,,,,310.75,,,988.0,0,C,3100.0,2026-09-17,2607.78,2534.12,2617.18,2528.86,0,336
MM3150BI6,2025-10-16,,,,,289.4,,,1714.0,0,C,3150.0,2026-09-17,2607.78,2534.12,2617.18,2528.86,0,336
MM3200BI6,2025-10-16,,,,,270.35,,,738.0,0,C,3200.0,2026-09-17,2607.78,2534.12,2617.18,2528.86,0,336
MM3050BL6,2025-10-16,,,,,444.25,,,1484.0,0,C,3050.0,2026-12-17,2607.78,2534.12,2617.18,2528.86,0,427
MM3100BL6,2025-10-16,,,,,416.6,,,542.0,0,C,3100.0,2026-12-17,2607.78,2534.12,2617.18,2528.86,0,427
MM3200BL6,2025-10-16,,,,,367.65,,,2692.0,0,C,3200.0,2026-12-17,2607.78,2534.12,2617.18,2528.86,0,427
MM3250BL6,2025-10-16,,,,,346.25,,,1426.0,0,C,3250.0,2026-12-17,2607.78,2534.12,2617.18,2528.86,0,427
MM3150BC7,2025-10-16,,,,,535.6,,,1058.0,0,C,3150.0,2027-03-18,2607.78,2534.12,2617.18,2528.86,0,518
MM3200BC7,2025-10-16,,,,,506.9,,,1020.0,0,C,3200.0,2027-03-18,2607.78,2534.12,2617.18,2528.86,0,518
MM3300BF7,2025-10-16,,,,,604.4,,,1052.0,0,C,3300.0,2027-06-17,2607.78,2534.12,2617.18,2528.86,0,609
MM3450BF7,2025-10-16,,,,,524.5,,,4248.0,0,C,3450.0,2027-06-17,2607.78,2534.12,2617.18,2528.86,0,609
MM1900BF6,2025-10-17,,,,,1198.05,,,,0,C,1900.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2400BR6,2025-10-17,,,,,119.55,,,,0,P,2400.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2500BR6,2025-10-17,,,,,128.95,,,,0,P,2500.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2550BR6,2025-10-17,,,,,134.65,,,,0,P,2550.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2600BF6,2025-10-17,,,,,564.3,,,98.0,0,C,2600.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2600BR6,2025-10-17,,,,,141.3,,,,0,P,2600.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2650BF6,2025-10-17,,,,,522.1,,,1040.0,0,C,2650.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2700BF6,2025-10-17,,,,,481.35,,,730.0,0,C,2700.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2700BR6,2025-10-17,,,,,158.35,,,,0,P,2700.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2750BF6,2025-10-17,,,,,442.3,,,128.0,0,C,2750.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2750BR6,2025-10-17,,,,,169.3,,,,0,P,2750.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2800BF6,2025-10-17,,,,,405.2,,,182.0,0,C,2800.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2800BR6,2025-10-17,,,,,182.2,,,,0,P,2800.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2850BF6,2025-10-17,,,,,370.4,,,,0,C,2850.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2850BR6,2025-10-17,,,,,197.4,,,,0,P,2850.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2900BF6,2025-10-17,,,,,338.1,,,,0,C,2900.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM3000BF6,2025-10-17,,,,,282.3,,,,0,C,3000.0,2026-06-18,2720.63,2695.86,2734.79,2688.36,0,244
MM2400BU6,2025-10-17,,,,,139.1,,,,0,P,2400.0,2026-09-17,2720.63,2695.86,2734.79,2688.36,0,335
MM3100BI6,2025-10-17,,,,,349.35,,,988.0,0,C,3100.0,2026-09-17,2720.63,2695.86,2734.79,2688.36,0,335
MM3150BI6,2025-10-17,,,,,326.3,,,1714.0,0,C,3150.0,2026-09-17,2720.63,2695.86,2734.79,2688.36,0,335
MM3200BI6,2025-10-17,,,,,306.1,,,738.0,0,C,3200.0,2026-09-17,2720.63,2695.86,2734.79,2688.36,0,335
MM3050BL6,2025-10-17,,,,,485.0,,,1484.0,0,C,3050.0,2026-12-17,2720.63,2695.86,2734.79,2688.36,0,426
MM3100BL6,2025-10-17,,,,,455.8,,,542.0,0,C,3100.0,2026-12-17,2720.63,2695.86,2734.79,2688.36,0,426
MM3200BL6,2025-10-17,,,,,404.2,,,2692.0,0,C,3200.0,2026-12-17,2720.63,2695.86,2734.79,2688.36,0,426
MM3250BL6,2025-10-17,,,,,381.95,,,1426.0,0,C,3250.0,2026-12-17,2720.63,2695.86,2734.79,2688.36,0,426
MM3150BC7,2025-10-17,,,,,577.0,,,1058.0,0,C,3150.0,2027-03-18,2720.63,2695.86,2734.79,2688.36,0,517
MM3200BC7,2025-10-17,,,,,547.05,,,1020.0,0,C,3200.0,2027-03-18,2720.63,2695.86,2734.79,2688.36,0,517
